Output format: module | schema name (class + field) | field offset
Schema: server.dll | CCSGameRules->m_iSpawnPointCount_Terrorist | 0X001250
Schema: server.dll | CCSGameRules->m_iSpawnPointCount_CT | 0X001254
Schema: server.dll | CCSGameRules->m_iMaxNumTerrorists | 0X001258
Schema: server.dll | CCSGameRules->m_iMaxNumCTs | 0X00125C
Schema: server.dll | CCSGameRules->m_iLoserBonus | 0X001260
Schema: server.dll | CCSGameRules->m_iLoserBonusMostRecentTeam | 0X001264
Schema: server.dll | CCSGameRules->m_tmNextPeriodicThink | 0X001268
Schema: server.dll | CCSGameRules->m_bVoiceWonMatchBragFired | 0X00126C
Schema: server.dll | CCSGameRules->m_fWarmupNextChatNoticeTime | 0X001270
Schema: server.dll | CCSGameRules->m_iHostagesRescued | 0X001278
Schema: server.dll | CCSGameRules->m_iHostagesTouched | 0X00127C
Schema: server.dll | CCSGameRules->m_flNextHostageAnnouncement | 0X001280
Schema: server.dll | CCSGameRules->m_bNoTerroristsKilled | 0X001284
Schema: server.dll | CCSGameRules->m_bNoCTsKilled | 0X001285
Schema: server.dll | CCSGameRules->m_bNoEnemiesKilled | 0X001286
Schema: server.dll | CCSGameRules->m_bCanDonateWeapons | 0X001287
Schema: server.dll | CCSGameRules->m_firstKillTime | 0X00128C
Schema: server.dll | CCSGameRules->m_firstBloodTime | 0X001294
Schema: server.dll | CCSGameRules->m_hostageWasInjured | 0X0012B0
Schema: server.dll | CCSGameRules->m_hostageWasKilled | 0X0012B1
Schema: server.dll | CCSGameRules->m_bVoteCalled | 0X0012C0
Schema: server.dll | CCSGameRules->m_bServerVoteOnReset | 0X0012C1
Schema: server.dll | CCSGameRules->m_flVoteCheckThrottle | 0X0012C4
Schema: server.dll | CCSGameRules->m_bBuyTimeEnded | 0X0012C8
Schema: server.dll | CCSGameRules->m_nLastFreezeEndBeep | 0X0012CC
Schema: server.dll | CCSGameRules->m_iHaveEscaped | 0X0012D0
Schema: server.dll | CCSGameRules->m_bMapHasEscapeZone | 0X0012D4
Schema: server.dll | CCSGameRules->m_iNumEscapers | 0X0012D8
Schema: server.dll | CCSGameRules->m_iNumEscapeRounds | 0X0012DC
Schema: server.dll | CCSGameRules->m_bTargetBombed | 0X0012E0
Schema: server.dll | CCSGameRules->m_bBombDefused | 0X0012E1
Schema: server.dll | CCSGameRules->m_bMapHasBombZone | 0X0012E2
Schema: server.dll | CCSGameRules->m_bGunGameRespawnWithBomb | 0X0012E3
Schema: server.dll | CCSGameRules->m_fGunGameBombRespawnTimer | 0X0012E4
Schema: server.dll | CCSGameRules->m_vecMainCTSpawnPos | 0X001304
Schema: server.dll | CCSGameRules->m_CTSpawnPointsMasterList | 0X001310
Schema: server.dll | CCSGameRules->m_TerroristSpawnPointsMasterList | 0X001328
Schema: server.dll | CCSGameRules->m_iNextCTSpawnPoint | 0X001340
Schema: server.dll | CCSGameRules->m_iNextTerroristSpawnPoint | 0X001344
Schema: server.dll | CCSGameRules->m_CTSpawnPoints | 0X001348
Schema: server.dll | CCSGameRules->m_TerroristSpawnPoints | 0X001360
Schema: server.dll | CCSGameRules->m_bIsUnreservedGameServer | 0X001378
Schema: server.dll | CCSGameRules->m_fAutobalanceDisplayTime | 0X00137C
Schema: server.dll | CCSGameRules->m_bAllowWeaponSwitch | 0X0015E8
Schema: server.dll | CCSGameRules->m_bRoundTimeWarningTriggered | 0X0015E9
Schema: server.dll | CCSGameRules->m_phaseChangeAnnouncementTime | 0X0015EC
Schema: server.dll | CCSGameRules->m_fNextUpdateTeamClanNamesTime | 0X0015F0
Schema: server.dll | CCSGameRules->m_flLastThinkTime | 0X0015F4
Schema: server.dll | CCSGameRules->m_fAccumulatedRoundOffDamage | 0X0015F8
Schema: server.dll | CCSGameRules->m_nShorthandedBonusLastEvalRound | 0X0015FC
Schema: server.dll | CCSGameRules->m_bHasTriggeredRoundStartMusic | 0X001860
Schema: server.dll | CCSGameRules->m_bHasTriggeredCoopSpawnReset | 0X001861
Schema: server.dll | CCSGameRules->m_bSwitchingTeamsAtRoundReset | 0X001862
Schema: server.dll | CCSGameRules->m_iMaxGunGameProgressiveWeaponIndex | 0X001864
Schema: server.dll | CCSGameRules->m_SurvivalRules | 0X001880
Schema: server.dll | CCSGameRules->m_BtGlobalBlackboard | 0X003518
Schema: server.dll | CCSGameRules->m_hPlayerResource | 0X003580
Schema: server.dll | CCSGameRules->m_RetakeRules | 0X003588
Schema: server.dll | CCSGameRules->m_GuardianBotSkillLevelMax | 0X00376C
Schema: server.dll | CCSGameRules->m_GuardianBotSkillLevelMin | 0X003770
Schema: server.dll | CCSGameRules->m_arrTeamUniqueKillWeaponsMatch | 0X003778
Schema: server.dll | CCSGameRules->m_bTeamLastKillUsedUniqueWeaponMatch | 0X0037D8
Schema: server.dll | CCSGameRules->m_nMatchEndCount | 0X003800
Schema: server.dll | CCSGameRules->m_bTeamIntroPeriod | 0X003801
Schema: server.dll | CCSGameRules->m_fTeamIntroPeriodEnd | 0X003804
Schema: server.dll | CRetakeGameRules->m_nMatchSeed | 0X0000F8
Schema: server.dll | CRetakeGameRules->m_bBlockersPresent | 0X0000FC
Schema: server.dll | CRetakeGameRules->m_bRoundInProgress | 0X0000FD
Schema: server.dll | CRetakeGameRules->m_iFirstSecondHalfRound | 0X000100
Schema: server.dll | CRetakeGameRules->m_iBombSite | 0X000104
Schema: server.dll | CSPerRoundStats_t->m_iKills | 0X000030
Schema: server.dll | CSPerRoundStats_t->m_iDeaths | 0X000034
Schema: server.dll | CSPerRoundStats_t->m_iAssists | 0X000038
Schema: server.dll | CSPerRoundStats_t->m_iDamage | 0X00003C
Schema: server.dll | CSPerRoundStats_t->m_iEquipmentValue | 0X000040
Schema: server.dll | CSPerRoundStats_t->m_iMoneySaved | 0X000044
Schema: server.dll | CSPerRoundStats_t->m_iKillReward | 0X000048
Schema: server.dll | CSPerRoundStats_t->m_iLiveTime | 0X00004C
Schema: server.dll | CSPerRoundStats_t->m_iHeadShotKills | 0X000050
Schema: server.dll | CSPerRoundStats_t->m_iObjective | 0X000054
Schema: server.dll | CSPerRoundStats_t->m_iCashEarned | 0X000058
Schema: server.dll | CSPerRoundStats_t->m_iUtilityDamage | 0X00005C
Schema: server.dll | CSPerRoundStats_t->m_iEnemiesFlashed | 0X000060
Schema: server.dll | CSMatchStats_t->m_iEnemy5Ks | 0X000068
Schema: server.dll | CSMatchStats_t->m_iEnemy4Ks | 0X00006C
Schema: server.dll | CSMatchStats_t->m_iEnemy3Ks | 0X000070
Schema: server.dll | CSMatchStats_t->m_iEnemy2Ks | 0X000074
Schema: server.dll | CSMatchStats_t->m_iUtility_Count | 0X000078
Schema: server.dll | CSMatchStats_t->m_iUtility_Successes | 0X00007C
Schema: server.dll | CSMatchStats_t->m_iUtility_Enemies | 0X000080
Schema: server.dll | CSMatchStats_t->m_iFlash_Count | 0X000084
Schema: server.dll | CSMatchStats_t->m_iFlash_Successes | 0X000088
Schema: server.dll | CSMatchStats_t->m_nHealthPointsRemovedTotal | 0X00008C
Schema: server.dll | CSMatchStats_t->m_nHealthPointsDealtTotal | 0X000090
Schema: server.dll | CSMatchStats_t->m_nShotsFiredTotal | 0X000094
Schema: server.dll | CSMatchStats_t->m_nShotsOnTargetTotal | 0X000098
Schema: server.dll | CSMatchStats_t->m_i1v1Count | 0X00009C
Schema: server.dll | CSMatchStats_t->m_i1v1Wins | 0X0000A0
Schema: server.dll | CSMatchStats_t->m_i1v2Count | 0X0000A4
Schema: server.dll | CSMatchStats_t->m_i1v2Wins | 0X0000A8
Schema: server.dll | CSMatchStats_t->m_iEntryCount | 0X0000AC
Schema: server.dll | CSMatchStats_t->m_iEntryWins | 0X0000B0
Schema: server.dll | CCSGO_TeamPreviewCharacterPosition->m_nOrdinal | 0X0004A0
Schema: server.dll | CCSGO_TeamPreviewCharacterPosition->m_sWeaponName | 0X0004A8
Schema: server.dll | CCSGO_TeamPreviewCharacterPosition->m_xuid | 0X0004B0
Schema: server.dll | CCSGO_TeamPreviewCharacterPosition->m_weaponItem | 0X0004B8
Schema: server.dll | CCSPlayer_ActionTrackingServices->m_lastWeaponBeforeC4AutoSwitch | 0X000230
Schema: server.dll | CCSPlayer_ActionTrackingServices->m_bIsRescuing | 0X000268
Schema: server.dll | CCSPlayer_ActionTrackingServices->m_iWeaponPurchasesThisMatch | 0X00026C
Schema: server.dll | CCSPlayer_ActionTrackingServices->m_iWeaponPurchasesThisRound | 0X00066C
Schema: server.dll | CPlayerPing->m_hPlayer | 0X0004A8
Schema: server.dll | CPlayerPing->m_hPingedEntity | 0X0004AC
Schema: server.dll | CPlayerPing->m_iType | 0X0004B0
Schema: server.dll | CPlayerPing->m_bUrgent | 0X0004B4
Schema: server.dll | CPlayerPing->m_szPlaceName | 0X0004B5
Schema: server.dll | CCSPlayer_PingServices->m_flPlayerPingTokens | 0X000040
Schema: server.dll | CCSPlayer_PingServices->m_hPlayerPing | 0X000054
Schema: server.dll | CCSPlayerResource->m_bHostageAlive | 0X0004A0
Schema: server.dll | CCSPlayerResource->m_isHostageFollowingSomeone | 0X0004AC
Schema: server.dll | CCSPlayerResource->m_iHostageEntityIDs | 0X0004B8
Schema: server.dll | CCSPlayerResource->m_bombsiteCenterA | 0X0004E8
Schema: server.dll | CCSPlayerResource->m_bombsiteCenterB | 0X0004F4
Schema: server.dll | CCSPlayerResource->m_hostageRescueX | 0X000500
Schema: server.dll | CCSPlayerResource->m_hostageRescueY | 0X000510
Schema: server.dll | CCSPlayerResource->m_hostageRescueZ | 0X000520
Schema: server.dll | CCSPlayerResource->m_bEndMatchNextMapAllVoted | 0X000530
Schema: server.dll | CCSPlayerResource->m_foundGoalPositions | 0X000531
Schema: server.dll | CCSPlayer_BulletServices->m_totalHitsOnServer | 0X000040
Schema: server.dll | CCSPlayer_CameraServices->m_hTriggerFogList | 0X000188
Schema: server.dll | CCSPlayer_CameraServices->m_hLastFogTrigger | 0X0001A0
Schema: server.dll | CCSPlayer_HostageServices->m_hCarriedHostage | 0X000040
Schema: server.dll | CCSPlayer_HostageServices->m_hCarriedHostageProp | 0X000044
Schema: server.dll | CCSPlayer_ItemServices->m_bHasDefuser | 0X000040
Schema: server.dll | CCSPlayer_ItemServices->m_bHasHelmet | 0X000041
Schema: server.dll | CCSPlayer_ItemServices->m_bHasHeavyArmor | 0X000042
Schema: server.dll | CCSPlayer_MovementServices->m_flMaxFallVelocity | 0X000208
Schema: server.dll | CCSPlayer_MovementServices->m_vecLadderNormal | 0X00020C
Schema: server.dll | CCSPlayer_MovementServices->m_nLadderSurfacePropIndex | 0X000218
Schema: server.dll | CCSPlayer_MovementServices->m_bAllowAutoMovement | 0X00021C
Schema: server.dll | CCSPlayer_MovementServices->m_flDuckAmount | 0X000220
Schema: server.dll | CCSPlayer_MovementServices->m_flDuckSpeed | 0X000224
Schema: server.dll | CCSPlayer_MovementServices->m_bDuckOverride | 0X000228
Schema: server.dll | CCSPlayer_MovementServices->m_flDuckOffset | 0X00022C
Schema: server.dll | CCSPlayer_MovementServices->m_nDuckTimeMsecs | 0X000230
Schema: server.dll | CCSPlayer_MovementServices->m_nDuckJumpTimeMsecs | 0X000234
Schema: server.dll | CCSPlayer_MovementServices->m_nJumpTimeMsecs | 0X000238
Schema: server.dll | CCSPlayer_MovementServices->m_flLastDuckTime | 0X00023C
Schema: server.dll | CCSPlayer_MovementServices->m_vecLastPositionAtFullCrouchSpeed | 0X000248
Schema: server.dll | CCSPlayer_MovementServices->m_duckUntilOnGround | 0X000250
Schema: server.dll | CCSPlayer_MovementServices->m_bHasWalkMovedSinceLastJump | 0X000251
Schema: server.dll | CCSPlayer_MovementServices->m_bInStuckTest | 0X000252
Schema: server.dll | CCSPlayer_MovementServices->m_CachedGetPointContents | 0X000258
Schema: server.dll | CCSPlayer_MovementServices->m_CachedGetPointContentsPoint | 0X000858
Schema: server.dll | CCSPlayer_MovementServices->m_flStuckCheckTime | 0X001160
Schema: server.dll | CCSPlayer_MovementServices->m_nTraceCount | 0X001360
Schema: server.dll | CCSPlayer_MovementServices->m_StuckLast | 0X001364
Schema: server.dll | CCSPlayer_MovementServices->m_bSpeedCropped | 0X001368
Schema: server.dll | CCSPlayer_MovementServices->m_nOldWaterLevel | 0X00136C
Schema: server.dll | CCSPlayer_MovementServices->m_flWaterEntryTime | 0X001370
Schema: server.dll | CCSPlayer_MovementServices->m_vecForward | 0X001374
Schema: server.dll | CCSPlayer_MovementServices->m_vecLeft | 0X001380
Schema: server.dll | CCSPlayer_MovementServices->m_vecUp | 0X00138C
Schema: server.dll | CCSPlayer_MovementServices->m_vecPreviouslyPredictedOrigin | 0X001398
Schema: server.dll | CCSPlayer_MovementServices->m_bMadeFootstepNoise | 0X0013A4
Schema: server.dll | CCSPlayer_MovementServices->m_iFootsteps | 0X0013A8
Schema: server.dll | CCSPlayer_MovementServices->m_nRoundFootstepsMade | 0X0013AC
Schema: server.dll | CCSPlayer_MovementServices->m_bOldJumpPressed | 0X0013B0
Schema: server.dll | CCSPlayer_MovementServices->m_flJumpUntil | 0X0013B4
Schema: server.dll | CCSPlayer_MovementServices->m_flJumpVel | 0X0013B8
Schema: server.dll | CCSPlayer_MovementServices->m_fStashGrenadeParameterWhen | 0X0013BC
Schema: server.dll | CCSPlayer_UseServices->m_hLastKnownUseEntity | 0X000040
Schema: server.dll | CCSPlayer_UseServices->m_flLastUseTimeStamp | 0X000044
Schema: server.dll | CCSPlayer_UseServices->m_flTimeStartedHoldingUse | 0X000048
Schema: server.dll | CCSPlayer_UseServices->m_flTimeLastUsedWindow | 0X00004C
Schema: server.dll | CCSPlayer_ViewModelServices->m_hViewModel | 0X000040
Schema: server.dll | CCSPlayer_WaterServices->m_NextDrownDamageTime | 0X000040
Schema: server.dll | CCSPlayer_WaterServices->m_nDrownDmgRate | 0X000044
Schema: server.dll | CCSPlayer_WaterServices->m_AirFinishedTime | 0X000048
Schema: server.dll | CCSPlayer_WaterServices->m_flWaterJumpTime | 0X00004C
Schema: server.dll | CCSPlayer_WaterServices->m_vecWaterJumpVel | 0X000050
Schema: server.dll | CCSPlayer_WaterServices->m_flSwimSoundTime | 0X00005C
Schema: server.dll | CCSPlayer_WeaponServices->m_flNextAttack | 0X0000B0
Schema: server.dll | CCSPlayer_WeaponServices->m_bIsLookingAtWeapon | 0X0000B4
Schema: server.dll | CCSPlayer_WeaponServices->m_bIsHoldingLookAtWeapon | 0X0000B5
Schema: server.dll | CCSPlayer_WeaponServices->m_hSavedWeapon | 0X0000B8
Schema: server.dll | CCSPlayer_WeaponServices->m_nTimeToMelee | 0X0000BC
Schema: server.dll | CCSPlayer_WeaponServices->m_nTimeToSecondary | 0X0000C0
Schema: server.dll | CCSPlayer_WeaponServices->m_nTimeToPrimary | 0X0000C4
Schema: server.dll | CCSPlayer_WeaponServices->m_nTimeToSniperRifle | 0X0000C8
Schema: server.dll | CCSPlayer_WeaponServices->m_bIsBeingGivenItem | 0X0000CC
Schema: server.dll | CCSPlayer_WeaponServices->m_bIsPickingUpItemWithUse | 0X0000CD
Schema: server.dll | CCSPlayer_WeaponServices->m_bPickedUpWeapon | 0X0000CE
Schema: server.dll | CSAdditionalPerRoundStats_t->m_numChickensKilled | 0X000000
Schema: server.dll | CSAdditionalPerRoundStats_t->m_killsWhileBlind | 0X000004
Schema: server.dll | CSAdditionalPerRoundStats_t->m_bombCarrierkills | 0X000008
Schema: server.dll | CSAdditionalPerRoundStats_t->m_iBurnDamageInflicted | 0X00000C
Schema: server.dll | CSAdditionalPerRoundStats_t->m_iDinks | 0X000010
Schema: server.dll | CSAdditionalMatchStats_t->m_numRoundsSurvived | 0X000014
Schema: server.dll | CSAdditionalMatchStats_t->m_maxNumRoundsSurvived | 0X000018
Schema: server.dll | CSAdditionalMatchStats_t->m_numRoundsSurvivedTotal | 0X00001C
Schema: server.dll | CSAdditionalMatchStats_t->m_iRoundsWonWithoutPurchase | 0X000020
Schema: server.dll | CSAdditionalMatchStats_t->m_iRoundsWonWithoutPurchaseTotal | 0X000024
Schema: server.dll | CSAdditionalMatchStats_t->m_numFirstKills | 0X000028
Schema: server.dll | CSAdditionalMatchStats_t->m_numClutchKills | 0X00002C
Schema: server.dll | CSAdditionalMatchStats_t->m_numPistolKills | 0X000030
Schema: server.dll | CSAdditionalMatchStats_t->m_numSniperKills | 0X000034
Schema: server.dll | CCSPlayerController_ActionTrackingServices->m_perRoundStats | 0X000040
Schema: server.dll | CCSPlayerController_ActionTrackingServices->m_matchStats | 0X000090
Schema: server.dll | CCSPlayerController_ActionTrackingServices->m_iNumRoundKills | 0X000148
Schema: server.dll | CCSPlayerController_ActionTrackingServices->m_iNumRoundKillsHeadshots | 0X00014C
Schema: server.dll | CDamageRecord->m_PlayerDamager | 0X000028
Schema: server.dll | CDamageRecord->m_PlayerRecipient | 0X00002C
Schema: server.dll | CDamageRecord->m_hPlayerControllerDamager | 0X000030
Schema: server.dll | CDamageRecord->m_hPlayerControllerRecipient | 0X000034
Schema: server.dll | CDamageRecord->m_szPlayerDamagerName | 0X000038
Schema: server.dll | CDamageRecord->m_szPlayerRecipientName | 0X000040
Schema: server.dll | CDamageRecord->m_DamagerXuid | 0X000048
Schema: server.dll | CDamageRecord->m_RecipientXuid | 0X000050
Schema: server.dll | CDamageRecord->m_iDamage | 0X000058
Schema: server.dll | CDamageRecord->m_iActualHealthRemoved | 0X00005C
Schema: server.dll | CDamageRecord->m_iNumHits | 0X000060
Schema: server.dll | CDamageRecord->m_iLastBulletUpdate | 0X000064
Schema: server.dll | CDamageRecord->m_bIsOtherEnemy | 0X000068
Schema: server.dll | CDamageRecord->m_killType | 0X000069
Schema: server.dll | CCSPlayerController_DamageServices->m_nSendUpdate | 0X000040
Schema: server.dll | CCSPlayerController_DamageServices->m_DamageList | 0X000048
Schema: server.dll | CCSPlayerController_InGameMoneyServices->m_bReceivesMoneyNextRound | 0X000040
Schema: server.dll | CCSPlayerController_InGameMoneyServices->m_iAccountMoneyEarnedForNextRound | 0X000044
Schema: server.dll | CCSPlayerController_InGameMoneyServices->m_iAccount | 0X000048
Schema: server.dll | CCSPlayerController_InGameMoneyServices->m_iStartAccount | 0X00004C
Schema: server.dll | CCSPlayerController_InGameMoneyServices->m_iTotalCashSpent | 0X000050
Schema: server.dll | CCSPlayerController_InGameMoneyServices->m_iCashSpentThisRound | 0X000054
Schema: server.dll | CCSPlayerController_InventoryServices->m_unMusicID | 0X000040
Schema: server.dll | CCSPlayerController_InventoryServices->m_rank | 0X000044
Schema: server.dll | CCSPlayerController_InventoryServices->m_nPersonaDataPublicLevel | 0X00005C
Schema: server.dll | CCSPlayerController_InventoryServices->m_nPersonaDataPublicCommendsLeader | 0X000060
Schema: server.dll | CCSPlayerController_InventoryServices->m_nPersonaDataPublicCommendsTeacher | 0X000064
Schema: server.dll | CCSPlayerController_InventoryServices->m_nPersonaDataPublicCommendsFriendly | 0X000068
Schema: server.dll | CCSPlayerController_InventoryServices->m_unEquippedPlayerSprayIDs | 0X000868
Schema: server.dll | CCSPlayerController_InventoryServices->m_vecTerroristLoadoutCache | 0X000870
Schema: server.dll | CCSPlayerController_InventoryServices->m_vecCounterTerroristLoadoutCache | 0X0008C0
Schema: server.dll | CSurvivalGameRules->m_bBoundsInitialized | 0X000008
Schema: server.dll | CSurvivalGameRules->m_vecPlayAreaMins | 0X00000C
Schema: server.dll | CSurvivalGameRules->m_vecPlayAreaMaxs | 0X000018
Schema: server.dll | CSurvivalGameRules->m_iPlayerSpawnHexIndices | 0X000024
Schema: server.dll | CSurvivalGameRules->m_SpawnTileState | 0X000124
Schema: server.dll | CSurvivalGameRules->m_flSpawnSelectionTimeStartCurrentStage | 0X000204
Schema: server.dll | CSurvivalGameRules->m_flSpawnSelectionTimeEndCurrentStage | 0X000208
Schema: server.dll | CSurvivalGameRules->m_flSpawnSelectionTimeEndLastStage | 0X00020C
Schema: server.dll | CSurvivalGameRules->m_spawnStage | 0X000210
Schema: server.dll | CSurvivalGameRules->m_flTabletHexOriginX | 0X000214
Schema: server.dll | CSurvivalGameRules->m_flTabletHexOriginY | 0X000218
Schema: server.dll | CSurvivalGameRules->m_flTabletHexSize | 0X00021C
Schema: server.dll | CSurvivalGameRules->m_roundData_playerXuids | 0X000220
Schema: server.dll | CSurvivalGameRules->m_roundData_playerPositions | 0X000420
Schema: server.dll | CSurvivalGameRules->m_roundData_playerTeams | 0X000520
Schema: server.dll | CSurvivalGameRules->m_SurvivalGameRuleDecisionTypes | 0X000620
Schema: server.dll | CSurvivalGameRules->m_SurvivalGameRuleDecisionValues | 0X000660
Schema: server.dll | CSurvivalGameRules->m_flSurvivalStartTime | 0X0006A0
Schema: server.dll | CSurvivalGameRules->m_flLastThinkTime | 0X0006A4
Schema: server.dll | CSurvivalGameRules->m_nBlockedTileIndices | 0X0006A8
Schema: server.dll | CSurvivalGameRules->m_vecPlayerSpawnLocations | 0X000790
Schema: server.dll | CSurvivalGameRules->m_bWaitingForMoreThanOnePlayer | 0X0007A8
Schema: server.dll | CSurvivalGameRules->m_bSurvivalEventFired_FadeEveryoneOutFromMapSelection | 0X0007A9
Schema: server.dll | CSurvivalGameRules->m_bSurvivalEventFired_TimeForSmokeBeacons | 0X0007AA
Schema: server.dll | CSurvivalGameRules->m_bSurvivalEventFired_FirstParadropIncoming | 0X0007AB
Schema: server.dll | CSurvivalGameRules->m_bSurvivalEventFired_WarnedEveryoneAboutRespawnEnding | 0X0007AC
Schema: server.dll | CSurvivalGameRules->m_flLastWinConditionDetectedTime | 0X0007B0
Schema: server.dll | CSurvivalGameRules->m_nWinConditionStageProgress | 0X0007B4
Schema: server.dll | CSurvivalGameRules->m_nEntIndexOfRunnerUpPlayer | 0X0007B8
Schema: server.dll | CSurvivalGameRules->m_nEntIndexOfKilledPlayerCheckingWinConditions | 0X0007BC
Schema: server.dll | CSurvivalGameRules->m_flTimeOfLastParadrop | 0X0007C0
Schema: server.dll | CSurvivalGameRules->m_bSurvivalEventFired_PlayedWinnerSurrenderAnim | 0X0007F8
Schema: server.dll | CSurvivalGameRules->m_hWinnerPlayer | 0X0007FC
Schema: server.dll | CSurvivalGameRules->m_vecLoadedOutPlayers | 0X000800
Schema: server.dll | CSurvivalGameRules->m_vecRespawnedPlayers | 0X000818
Schema: server.dll | CSurvivalGameRules->m_vecMetalCrates | 0X000830
Schema: server.dll | CSurvivalGameRules->m_flLastDroneSpawnTime | 0X000848
Schema: server.dll | CSurvivalGameRules->m_hSpawnChopper | 0X000868
Schema: server.dll | CDangerZoneController->m_bDangerZoneControllerEnabled | 0X0004A0
Schema: server.dll | CDangerZoneController->m_bMissionControlledExplosions | 0X0004A1
Schema: server.dll | CDangerZoneController->m_vecEndGameCircleStart | 0X0004A4
Schema: server.dll | CDangerZoneController->m_vecEndGameCircleEnd | 0X0004B0
Schema: server.dll | CDangerZoneController->m_flStartTime | 0X0004BC
Schema: server.dll | CDangerZoneController->m_flFinalExpansionTime | 0X0004C0
Schema: server.dll | CDangerZoneController->m_DangerZones | 0X0004C4
Schema: server.dll | CDangerZoneController->m_flWaveEndTimes | 0X00056C
Schema: server.dll | CDangerZoneController->m_hTheFinalZone | 0X000580
Schema: server.dll | CDangerZoneController->m_flLastDangerZoneStatusLogged | 0X000584
Schema: server.dll | CDangerZoneController->m_flLastDangerZoneDamageTime | 0X000588
Schema: server.dll | CDangerZoneController->m_bFirstBombWarning | 0X00058C
Schema: server.dll | CDangerZoneController->m_numWaveRewardsGranted | 0X000590
Schema: server.dll | CDangerZoneController->m_pGasCanLaunchers | 0X000598
Schema: server.dll | CFiringModeFloat->m_flValues | 0X000000
Schema: server.dll | CFiringModeInt->m_nValues | 0X000000
Schema: server.dll | CIronSightController->m_bIronSightAvailable | 0X000008
Schema: server.dll | CIronSightController->m_flIronSightAmount | 0X00000C
Schema: server.dll | CIronSightController->m_flIronSightAmountGained | 0X000010
Schema: server.dll | CIronSightController->m_flIronSightAmountBiased | 0X000014
Schema: server.dll | CPointDZParadropDenialRegion->m_flRadius | 0X0004A8
Schema: server.dll | CHintMessage->m_hintString | 0X000008
Schema: server.dll | CHintMessage->m_args | 0X000010
Schema: server.dll | CHintMessage->m_duration | 0X000028
Schema: server.dll | CHintMessageQueue->m_tmMessageEnd | 0X000008
Schema: server.dll | CHintMessageQueue->m_messages | 0X000010
Schema: server.dll | CHintMessageQueue->m_pPlayerController | 0X000028
Schema: server.dll | CCSPlayer_BuyServices->m_flNextAutoBuyAmmoTime | 0X000040
Schema: server.dll | CCSPlayer_RadioServices->m_flGotHostageTalkTimer | 0X000040
Schema: server.dll | CCSPlayer_RadioServices->m_flDefusingTalkTimer | 0X000044
Schema: server.dll | CCSPlayer_RadioServices->m_flC4PlantTalkTimer | 0X000048
Schema: server.dll | CCSPlayer_RadioServices->m_flRadioTokenSlots | 0X00004C
Schema: server.dll | CCSPlayer_RadioServices->m_bIgnoreRadio | 0X000058
Schema: server.dll | CBaseIssue->m_szTypeString | 0X000020
Schema: server.dll | CBaseIssue->m_szDetailsString | 0X000060
Schema: server.dll | CBaseIssue->m_iNumYesVotes | 0X000164
Schema: server.dll | CBaseIssue->m_iNumNoVotes | 0X000168
Schema: server.dll | CBaseIssue->m_iNumPotentialVotes | 0X00016C
Schema: server.dll | CBaseIssue->m_pVoteController | 0X000170
Schema: server.dll | CVoteController->m_iActiveIssueIndex | 0X0004A0
Schema: server.dll | CVoteController->m_iOnlyTeamToVote | 0X0004A4
Schema: server.dll | CVoteController->m_nVoteOptionCount | 0X0004A8
Schema: server.dll | CVoteController->m_nPotentialVotes | 0X0004BC
Schema: server.dll | CVoteController->m_bIsYesNoVote | 0X0004C0
Schema: server.dll | CVoteController->m_acceptingVotesTimer | 0X0004C8
Schema: server.dll | CVoteController->m_executeCommandTimer | 0X0004E0
Schema: server.dll | CVoteController->m_resetVoteTimer | 0X0004F8
Schema: server.dll | CVoteController->m_arrVotedUsers | 0X000510
Schema: server.dll | CVoteController->m_nVotesCast | 0X000528
Schema: server.dll | CVoteController->m_playerHoldingVote | 0X000628
Schema: server.dll | CVoteController->m_nHighestCountIndex | 0X00062C
Schema: server.dll | CVoteController->m_potentialIssues | 0X000630
Schema: server.dll | CVoteController->m_VoteOptions | 0X000648
Schema: server.dll | CMapVetoPickController->m_bPlayedIntroVcd | 0X0004A0
Schema: server.dll | CMapVetoPickController->m_bNeedToPlayFiveSecondsRemaining | 0X0004A1
Schema: server.dll | CMapVetoPickController->m_nDraftType | 0X0004C0
Schema: server.dll | CMapVetoPickController->m_nTeamWinningCoinToss | 0X0004C4
Schema: server.dll | CMapVetoPickController->m_nTeamWithFirstChoice | 0X0004C8
Schema: server.dll | CMapVetoPickController->m_nVoteMapIdsList | 0X0005C8
Schema: server.dll | CMapVetoPickController->m_nAccountIDs | 0X0005E4
Schema: server.dll | CMapVetoPickController->m_nMapId0 | 0X0006E4
Schema: server.dll | CMapVetoPickController->m_nMapId1 | 0X0007E4
Schema: server.dll | CMapVetoPickController->m_nMapId2 | 0X0008E4
Schema: server.dll | CMapVetoPickController->m_nMapId3 | 0X0009E4
Schema: server.dll | CMapVetoPickController->m_nMapId4 | 0X000AE4
Schema: server.dll | CMapVetoPickController->m_nMapId5 | 0X000BE4
Schema: server.dll | CMapVetoPickController->m_nStartingSide0 | 0X000CE4
Schema: server.dll | CMapVetoPickController->m_nCurrentPhase | 0X000DE4
Schema: server.dll | CMapVetoPickController->m_nPhaseStartTick | 0X000DE8
Schema: server.dll | CMapVetoPickController->m_nPhaseDurationTicks | 0X000DEC
Schema: server.dll | CMapVetoPickController->m_OnMapVetoed | 0X000DF0
Schema: server.dll | CMapVetoPickController->m_OnMapPicked | 0X000E18
